,age_log,total_number_dogs,size,coat,word_name,in_sex,dark mix,in_neuter,energy,cute_name,groom,Normal,Stray,light mix,popular_shelter_name,human_name,Owner Surrender,4,popular_dog_name,sporting,herding,toy,light,6,other,3,Public Assist,11,chihuahua,aggressive,time_class,shelter_time
21538,-0.405465108108,336,2.0,1.0,0,1,1.0,0,3.0,0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,33
21541,0.0,331,1.0,2.0,0,0,0.0,1,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,8
21542,0.0,331,2.0,1.0,1,0,0.0,1,3.0,1,1.0,1.0,0.0,1.0,1,1,1.0,0.0,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,8
21545,0.69314718056,331,1.0,1.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
21548,1.94591014906,331,2.0,1.0,0,0,0.0,1,2.0,0,1.0,1.0,0.0,1.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,1
21549,-0.405465108108,331,1.0,1.0,0,0,0.0,0,2.0,1,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,4
21550,-0.287682072452,331,2.0,1.0,1,1,0.0,0,3.0,0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,1.0,0.0,0,0,0,25
21553,0.69314718056,331,1.0,1.0,0,1,0.0,0,2.0,0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,4
21557,-1.09861228867,331,2.0,1.0,1,1,0.0,0,2.0,0,2.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
21559,1.60943791243,333,2.0,1.0,1,0,0.0,1,2.0,0,1.0,1.0,0.0,0.0,1,1,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,28
21569,0.0,333,2.0,1.0,0,0,0.0,0,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,1,0,36
21571,1.09861228867,333,2.0,1.0,0,0,0.0,1,2.5,1,1.0,1.0,1.0,1.0,1,1,0.0,0.0,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
21580,1.60943791243,343,3.0,1.0,0,1,1.0,1,2.0,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,58
21582,-0.182321556794,343,2.0,1.0,0,1,1.0,1,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,16
21583,0.69314718056,343,2.0,2.0,1,0,0.0,1,3.0,0,1.5,1.0,0.0,0.0,0,1,1.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
21591,-2.48490664979,343,2.0,1.0,1,0,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21592,0.0,343,1.0,1.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21593,0.69314718056,343,2.0,1.0,0,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,31
21597,0.0,343,2.0,1.0,1,1,1.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,16
21603,0.69314718056,343,2.0,2.0,0,0,0.0,1,3.0,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21606,1.94591014906,356,2.5,1.5,1,1,1.0,1,2.5,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,90
21609,-0.69314718056,356,1.0,1.5,0,1,1.0,1,2.0,0,1.0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,63
21610,-0.69314718056,356,2.0,1.0,1,1,0.0,0,3.0,0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,8
21614,1.60943791243,356,1.0,1.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
21617,1.60943791243,356,1.0,1.0,0,0,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
21618,-2.48490664979,356,2.0,1.0,0,1,0.0,0,3.0,1,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,14
21619,-0.69314718056,356,1.0,1.0,0,0,1.0,0,2.0,0,1.5,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21623,0.69314718056,356,3.0,2.0,1,1,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,11
21631,0.0,356,2.0,1.0,1,1,1.0,1,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,44
21633,1.79175946923,364,1.0,2.0,0,1,0.0,1,2.0,1,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
21639,1.38629436112,364,2.0,2.0,1,1,1.0,1,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,53
21645,0.69314718056,364,1.0,2.0,0,1,0.0,0,2.0,0,3.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
21646,-2.48490664979,364,2.0,1.0,0,1,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,0,1,6
21648,0.0,364,2.5,2.0,0,0,0.0,0,2.5,1,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,2
21649,0.69314718056,364,2.0,2.0,1,1,1.0,1,2.0,1,1.0,1.0,0.0,0.0,1,1,1.0,0.0,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,73
21653,0.69314718056,364,1.0,1.0,0,1,1.0,0,2.0,1,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,6
21656,1.38629436112,364,2.0,1.0,0,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,34
21657,0.69314718056,364,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,34
21658,-0.405465108108,364,1.0,1.0,0,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,0,0,1,6
21660,0.0,364,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
21661,0.0,364,2.0,1.0,1,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
21663,1.79175946923,364,2.0,1.0,1,1,1.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,16
21667,0.0,364,2.5,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,16
21669,1.60943791243,371,1.0,1.5,1,0,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,5
21672,0.69314718056,371,2.0,1.0,1,0,0.0,0,3.0,1,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,53
21673,0.69314718056,371,2.0,1.0,0,0,1.0,1,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,12
21681,0.69314718056,371,2.0,1.0,1,0,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,12
21683,0.0,371,1.0,1.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,6
21689,0.69314718056,371,2.0,1.0,0,1,1.0,0,3.0,0,1.0,1.0,0.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,1.0,0.0,0,0,0,82
21691,-2.85263142991,371,1.0,1.0,0,0,0.0,0,3.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,35
21693,-1.09861228867,371,3.0,1.0,0,0,0.0,1,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,57
21700,1.09861228867,371,3.0,2.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,29
21704,-0.69314718056,371,1.0,1.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,13
21706,1.79175946923,383,1.5,1.0,1,0,0.0,1,2.5,1,1.0,1.0,0.0,0.0,0,1,1.0,0.0,1,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,27
21711,1.38629436112,383,1.0,1.0,1,0,1.0,1,2.0,1,1.0,1.0,0.0,0.0,1,1,1.0,0.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0,0,63
21712,-1.09861228867,383,2.0,1.0,1,1,0.0,1,2.0,0,2.0,1.0,0.0,1.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,4
21713,0.69314718056,383,3.0,2.0,1,1,0.0,0,2.0,1,1.0,1.0,1.0,0.0,1,1,0.0,0.0,0,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21715,0.0,383,2.5,1.5,0,1,1.0,0,2.5,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
21727,-0.875468737354,383,1.0,1.0,1,0,0.0,0,2.0,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1,0,1,2
21728,-0.875468737354,383,1.0,1.0,0,0,0.0,0,2.0,0,1.0,1.0,0.0,1.0,0,0,1.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,8
21729,1.79175946923,383,2.0,2.0,0,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21730,0.0,383,3.0,2.0,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,11
21732,0.69314718056,383,2.5,1.0,1,1,1.0,0,2.5,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,0,0,21
21733,0.69314718056,383,2.0,1.0,1,0,0.0,0,3.0,1,1.0,1.0,1.0,1.0,1,1,0.0,0.0,1,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,29
21734,0.69314718056,383,2.0,1.0,0,1,0.0,0,3.0,0,1.0,0.0,0.0,1.0,0,1,1.0,0.0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,19
21737,-0.875468737354,383,1.0,1.0,1,0,0.0,0,2.0,0,1.0,1.0,0.0,1.0,1,1,1.0,0.0,1,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,2
21738,-0.405465108108,383,3.0,2.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,11
21742,-0.182321556794,378,3.0,2.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21747,-0.69314718056,378,2.0,1.0,1,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,6
21751,-0.287682072452,378,1.0,1.0,0,0,0.0,0,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,2
21753,1.60943791243,378,3.0,1.0,1,0,0.0,0,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,1.0,0.0,1,0.0,0.0,0.0,0,0,0,44
21754,1.09861228867,378,3.0,2.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,30
21761,1.60943791243,378,2.0,1.0,1,0,0.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,49
21762,-1.09861228867,378,1.0,1.0,1,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1,0,1,4
21764,1.94591014906,387,2.0,1.0,1,0,0.0,1,3.0,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,1,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,30
21765,2.07944154168,387,2.0,1.0,0,0,0.0,1,3.0,0,1.0,1.0,0.0,1.0,0,0,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,15
21768,0.69314718056,387,1.5,1.0,0,0,1.0,1,2.5,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,3
21773,0.0,387,2.0,1.0,1,0,1.0,1,2.0,1,1.0,1.0,0.0,0.0,0,1,1.0,0.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,0,10
21774,0.0,387,2.0,1.0,1,1,0.0,1,3.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,1,0,0,1.0,0.0,0,0.0,0.0,0.0,0,0,0,16
21778,0.0,387,1.0,1.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,10
21779,0.69314718056,387,2.0,2.0,0,1,0.0,0,2.0,1,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,22
21790,-0.538996500733,387,2.0,1.0,0,0,0.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,1,5
21791,-0.538996500733,387,2.0,1.0,1,1,0.0,0,3.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,20
21794,-1.09861228867,387,1.0,1.0,0,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,0,1,1.0,0.0,0,0.0,0.0,0.0,1,0,1,5
21816,0.69314718056,407,2.0,1.0,0,1,0.0,1,3.0,0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0,0,0,15
21833,1.94591014906,407,1.0,2.0,0,0,0.0,1,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,17
21843,2.07944154168,442,1.0,1.0,1,0,0.0,0,2.0,0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,0,27
21848,0.69314718056,442,1.0,1.0,0,1,0.0,1,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,1,0,1,5
21850,1.60943791243,442,2.0,2.0,0,1,0.0,1,3.0,0,2.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,22
21863,-0.287682072452,442,2.0,1.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,1,1,5
21866,-1.38629436112,442,2.0,1.0,1,0,0.0,0,3.0,1,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21868,0.69314718056,442,2.0,1.0,1,0,1.0,1,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21873,0.0,442,2.0,1.0,1,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,1,1,0,0,0.0,0.0,1,0.0,0.0,0.0,0,1,0,25
21874,0.0,442,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,77
21875,0.69314718056,442,3.0,2.0,0,0,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,7
21882,-2.48490664979,442,2.0,1.0,0,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,1,1,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,1,5
21883,0.0,442,2.0,1.0,0,0,0.0,1,3.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,11
21893,0.0,429,2.0,1.0,1,0,0.0,1,3.0,0,1.0,1.0,0.0,0.0,1,1,1.0,0.0,0,0,0,0,1.0,0.0,1,0.0,0.0,1.0,0,1,0,19
21898,0.0,429,3.0,2.0,0,1,0.0,1,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,10
21902,0.0,429,1.0,3.0,1,0,1.0,0,2.0,1,2.0,1.0,1.0,0.0,1,1,0.0,0.0,1,0,0,1,0.0,0.0,0,0.0,0.0,1.0,0,0,1,5
21903,0.0,429,1.0,1.0,1,0,1.0,0,2.0,0,2.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,9
21904,0.69314718056,429,2.0,1.0,0,0,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0,1,0,76
21905,-0.405465108108,429,3.0,2.0,0,0,1.0,0,2.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,12
21906,-0.875468737354,429,2.0,1.0,0,0,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0,1,1,6
21908,0.69314718056,429,2.0,1.0,1,1,1.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,6
21909,0.69314718056,429,2.0,1.0,0,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0,1,0,34
21911,-0.405465108108,429,1.0,2.0,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,0,0,1,5
21913,-0.405465108108,429,2.0,1.0,0,1,0.0,1,3.0,0,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0,1,0,21
21916,0.69314718056,429,2.0,1.0,0,0,1.0,0,3.0,1,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0,1,0,13
21921,2.19722457734,419,1.0,1.0,1,0,1.0,1,2.0,1,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,28
21929,-2.48490664979,419,2.0,1.5,1,0,1.0,0,2.5,1,1.5,1.0,0.0,0.0,0,1,1.0,0.0,1,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,1
21932,-2.48490664979,419,2.0,1.5,1,1,1.0,0,2.5,0,1.5,1.0,0.0,0.0,0,1,1.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,2
21938,0.69314718056,419,2.0,1.0,0,0,0.0,1,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0,0,0,10
21942,0.0,419,1.0,1.0,1,0,0.0,1,2.0,0,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,1,0,1,5
21948,-2.48490664979,419,1.0,1.0,0,1,0.0,0,2.0,0,1.0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,1.0,0.0,0,0.0,0.0,1.0,1,0,0,60
21950,0.69314718056,419,1.0,3.0,1,1,1.0,0,1.0,1,2.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,0,0,0,46
21951,-0.287682072452,419,2.0,1.5,1,1,1.0,0,2.5,0,1.5,1.0,1.0,0.0,0,1,0.0,0.0,0,1,1,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,12
21958,0.0,429,2.0,1.0,0,0,0.0,1,3.0,0,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0,1,0,67
21962,1.38629436112,429,2.0,1.0,0,0,0.0,1,2.0,1,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0,1,1,7
21967,1.38629436112,429,3.0,2.0,1,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,6
21969,0.69314718056,429,1.0,1.0,0,1,0.0,0,2.0,0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,0,0,1,5
21970,-2.48490664979,429,2.0,1.0,0,1,0.0,0,3.0,1,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,5
21971,-2.48490664979,429,2.0,1.0,1,0,0.0,0,3.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,5
21974,0.69314718056,429,1.0,1.0,0,1,1.0,0,2.0,0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,1,0,1,5
21977,2.48490664979,429,1.0,1.5,1,0,0.0,0,2.0,0,2.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,1.0,0.0,0,0.0,0.0,1.0,0,0,0,9
21982,-2.48490664979,429,2.0,1.0,0,1,0.0,0,3.0,0,1.0,0.0,1.0,1.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0,1,0,35
21986,1.94591014906,429,2.0,1.0,1,1,0.0,1,3.0,1,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,6
21987,0.69314718056,429,1.0,1.0,1,0,0.0,0,3.0,0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,81
21988,0.69314718056,429,1.5,1.0,1,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,1,1.0,0.0,0,0.0,0.0,1.0,1,0,0,18
21996,1.09861228867,433,2.5,1.5,1,0,0.0,1,2.5,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,1,1,0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,55
21998,1.38629436112,433,2.0,1.0,0,1,1.0,1,3.0,1,1.0,1.0,0.0,0.0,1,1,1.0,0.0,0,1,0,0,0.0,0.0,0,0.0,0.0,1.0,0,0,0,41
22000,2.19722457734,433,1.0,1.0,1,1,0.0,1,2.0,1,1.0,1.0,0.0,0.0,0,1,1.0,0.0,1,0,0,1,1.0,0.0,0,0.0,0.0,1.0,1,0,0,28
22002,2.19722457734,433,2.0,1.0,1,0,0.0,1,3.0,1,1.0,1.0,1.0,1.0,0,1,0.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0,1,0,66
22006,0.0,433,2.0,1.0,0,0,1.0,1,3.0,0,1.0,1.0,0.0,0.0,0,1,1.0,0.0,0,0,0,0,0.0,0.0,1,0.0,0.0,1.0,0,1,0,47
22013,-0.287682072452,433,3.0,1.5,0,0,0.0,0,2.0,0,1.0,1.0,1.0,0.0,0,1,0.0,0.0,0,0,0,0,1.0,0.0,0,0.0,0.0,1.0,0,0,1,5
22014,-0.0870113769896,433,3.0,2.0,1,1,1.0,0,2.0,0,1.0,0.0,1.0,0.0,0,1,0.0,0.0,0,0,1,0,0.0,0.0,0,0.0,0.0,1.0,0,0,1,7
