,location,company,summary,jkid,title,salary,stars,reviews,post_date,pull_date
0,"Chicago, IL",Brad's Deals,Brad’s Deals is looking for an experienced data scientist to join our team. Develop recommender systems based on behavioral data....,4345e7fc5772b24a,Data Scientist,,,,1 day,2016-10-17 21:24:16.414864
1,"Chicago, IL","Vizient, Inc.","Serves as the resident data expert and share best practices/approaches for statistics, machine learning techniques, data modeling, simulation and advanced...",9a441b69e587736a,Data Scientist,,,,4 days,2016-10-17 21:24:16.414864
2,"Chicago, IL",Anomalix,Data Scientist Responsibilities will include:. Anomalix is looking for strong data scientist candidates to join a team building out our flagship enterprise...,711c408ec28cfcaf,Data Scientist,,,,11 days,2016-10-17 21:24:16.414864
3,"Chicago, IL",BMW Technology Corporation,"Develop novel and useful machine learning and data mining techniques, as well as assess 3rd party machine learning and data mining components....",12c756d844582814,Machine Learning Researcher - BMW Technology Corporation,,,,8 days,2016-10-17 21:24:16.414864
4,"Chicago, IL 60601 (Loop area)",KPMG,"Machine learning, data visualization, statistical modeling, data mining, or information retrieval. KPMG is currently seeking a Data Scientist, to join our...",470c8353e5469a5b,Data Scientist,,51.0,1768,3 days,2016-10-17 21:24:16.414864
5,"Chicago, IL",Amyx,"Seeking a Senior Data Scientist with experience and knowledge of analytics to solve large-scale, enterprise, complex, and challenging business problems....",3e0070b7e8dc8931,Data Scientist,,,,14 days,2016-10-17 21:24:16.414864
6,"Chicago, IL",Google,Experience with data analytics and/or data visualization techniques and software. Experience interpreting technical data and creating reports with data....,f94835ba16f9ce1d,"Machine Learning Deployment Engineer, Professional Services,...",,52.800003,1219,17 days,2016-10-17 21:24:16.414864
7,"Chicago, IL 60606 (Loop area)",ZirMed,"The role will focus on extending machine learning, predictive modeling and data mining components to provide up-to-date intelligence to healthcare providers...",28c603e910a47aed,Data Scientist,,51.0,5,19 days,2016-10-17 21:24:16.414864
8,"Chicago, IL",National Opinion Research Center (NORC),Working knowledge of applied survey sampling and statistics for all modes of social science data collection....,58c12518a1e9f17b,Statistician,,,,4 days,2016-10-17 21:24:16.414864
9,"Chicago, IL 60654 (Loop area)",RAY ALLEN,"Use Qlik Sense along with Excel, Access, MySQL, R, and other tools to clean up, organize, model (ETL), and interpret large data sets....",3a982c164ab623ef,Associate Data Scientist,,,,14 days,2016-10-17 21:24:16.414864
10,"Chicago, IL",Ipsos North America,"DAAS is a team of statisticians, social scientists, and data specialists based in our Washington DC and Chicago IL offices who develop customized, high quality...",a43b889603b867af,USPA - Statistical Programmer,,42.6,185,2 days,2016-10-17 21:24:16.414864
11,"Chicago, IL",Kaplan,Metis Senior Data Scientists provide incredible and inspiring Data Science instruction; We are looking for Senior Data Scientists to be part of the Metis Data...,0e3e273b124515ba,Senior Data Scientist,,43.2,948,5 days,2016-10-17 21:24:16.414864
12,"Chicago, IL",Kelton Global,"One to two years of relevant quantitative experience within a market research capacity is highly preferred, but if you have relevant internship experience, we...",fc418bb64af01726,"Analyst, Quantitative Research",,,,6 days,2016-10-17 21:24:16.414864
13,"Chicago, IL 60654 (Loop area)",CCC Information Services Inc.,"The Vision Scientist, will contribute to a photo analytics project, with a goal of developing a fully automated solution for an auto collision damage appraisal....",f2657a697ef8921c,Computer Vision Data Scientist,,42.6,28,6 hours,2016-10-17 21:24:16.414864
14,"Chicago, IL",Civis Analytics,"With a specialization in unstructured data, this Data Scientist role will apply techniques from fields such as machine learning, applied statistics, natural...",216f8383df42ee69,Data Scientist - Unstructured Data,,,,27 days,2016-10-17 21:24:16.414864
15,"Chicago, IL 60603 (Loop area)",Raise Marketplace Inc.,Manage incoming ad-hoc reporting requests and data related inquiries. Experience with online testing web analytics and testing platform is a plus (Google...,09f54ef997ccf9c3,Data Analyst,,,,9 days,2016-10-17 21:24:16.414864
16,"Chicago, IL",Northwestern University,"Ensures data integrity. This includes database administration, data consolidation, data analysis and management reporting....",a4c3ff922a8230f3,Statistical Analyst,,52.199997,174,12 days,2016-10-17 21:24:16.414864
17,"Chicago, IL",Northwestern University,"Critical thinking, business intelligence application design, data mining, data modeling, data warehouse design/develop, database design/ data structure,...",11753ea285fae197,Senior Statistical Analyst,,52.199997,174,10 days,2016-10-17 21:24:16.414864
18,"Deerfield, IL",Photon,"Experience in Machine Learning Techniques, Statistical Analysis and Modelling, Big Data Analytics, Advanced Visualization, Data Science, Statistical Computation...",bf6ea203264e9da8,Data Scientist,,42.6,5,13 days,2016-10-17 21:24:16.414864
19,"Chicago, IL 60604 (Loop area)",Wolverine Trading,"Machine Learning Data Scientist. Masters or PhD in Statistics, Physics, Applied Mathematics Computer Science/Machine Learning, or other highly quantitative...",4b77ac5b55eefbce,Machine Learning Data Scientist,,,,27 days,2016-10-17 21:24:16.414864
20,"Chicago, IL",Valence Health,"Leveraging 20 years of experience, Valence Health works with clients to design, build and manage customized value-based care models including clinically...",31a10e2ccf371306,Data Scientist,,,,30 days,2016-10-17 21:24:16.414864
21,"Chicago, IL",National Opinion Research Center (NORC),"At NORC, Data Scientists play a strategic role in supporting our research teams to produce valuable insights for our clients....",06f04cfbf04d503d,Data Scientist,,,,30+ days,2016-10-17 21:24:16.414864
22,"Chicago, IL 60654 (Loop area)",The Boston Consulting Group,"Data Engineers, together with Data Scientists, Scientific Modelers, Scientific Programmers, Data Visualization Specialists as well Geospatial Analysts, are the...",f2682a47507714ef,Knowledge Analyst - Data Engineering,,52.199997,58,10 days,2016-10-17 21:24:16.414864
23,"Chicago, IL",Capital One,Creating machine learning models from development through testing and validation to our 100+ million customers in production....,ee0f4a9e966a4f24,Data Science Manager,,44.4,2904,17 days,2016-10-17 21:24:16.414864
24,"Chicago, IL",BMO Financial Group,Detailed knowledge of data analysis / analytics / mining techniques. Data Mining & Modeling In-depth. Perform analysis using statistical tools (SAS & SQL) to...,59ac4e0c724c539e,"Statistical Modeller, AML Model Development",,43.2,465,5 days,2016-10-17 21:24:16.414864
25,"Chicago, IL",Precima,Precima applies shopper insights derived from advanced analytics to help retailers and manufacturers drive sales growth and boost profitability....,dfb147b84568b8ec,Data Scientist,,,,30+ days,2016-10-17 21:24:16.414864
26,"Chicago, IL 60647 (Logan Square area)",The Nielsen Company,Work with Data Scientists to automate and implement advanced analytical models. We need a talented developer to help us design and build the services that will...,e03f852adf4b64c1,Big Data Engineer (Python),,43.2,676,12 hours,2016-10-17 21:24:16.414864
27,"Downers Grove, IL",Dupage Medical Group,"MPAS was created in 2011 to provide an efficient way of integrating and delivering administrative and clinical services to customers like Northwestern Medicine,...",1b54efb6b0ab5ee2,Data Scientist-Analytics,,39.0,71,11 days,2016-10-17 21:24:16.414864
28,"Chicago, IL",e.biT,"Computational statistics/science/engineering, data mining, machine learning, and optimization. Act as an expert and evangelist in areas of data mining, machine...",1fedc4d6d8866e76,Principal Data Scientist - 16-00217,,,,3 days,2016-10-17 21:24:16.414864
29,"Chicago, IL",UnitedHealth Group,"The Healthcare Data Scientist is responsible for participating in the full array of analytics, clinical analytic consulting and applied analytic activities at...",13cf7d9c399a4fe3,"Senior Research Consultant (Data Scientist) - Chicago, IL",,43.2,4187,5 days,2016-10-17 21:24:16.414864
30,"Chicago, IL",Capgemini,"5+ years of leading large, global teams of data scientists in an Analytics Services business. At least 5 years of leading large, global teams of data scientists...",9ac6da4943d4cb08,Vice President - Global Digital-Analytics,,43.8,2002,30+ days,2016-10-17 21:24:16.414864
31,"Chicago, IL",General Assembly,"You are eager to shape the skills, minds, and trajectories of the newest generation of data scientists. Data visualization techniques;...",18daa6de0b68dd8b,Part-time Data Science Instructor,,52.800003,74,14 days,2016-10-17 21:24:16.414864
32,"Chicago, IL",Jobspring Partners,This role is ideal for someone who has a strong passion for analytics and has worked with multiple Machine Learning frameworks such as Spark and Scikit-learn....,c5db4652c8b8c201,Machine Learning Engineer,"$100,000 - $120,000 a year",40.8,12,12 days,2016-10-17 21:24:16.414864
33,"Chicago, IL",Civis Analytics,"Applied Data Scientists collaborate with clients, Civis Analytics’ R&D and Technology teams, and managers to leverage cutting-edge statistical techniques,...",1700bb8d9ccad48b,Applied Data Science Internship - Summer 2017,,,,30+ days,2016-10-17 21:24:16.414864
34,"Chicago, IL",HERE,"Data mining, machine learning, and optimization. Solutions and organizing teams of other data scientists and engineers to....",1636eef60b3362f7,Principal Data Scientist,,43.8,56,11 days,2016-10-17 21:24:16.414864
